Fecha;codLinea;codAseguradora;primaAcumulada;primaMensual
2014-04-01 00:00:00.000;10;3;8.371.187;2.366.289
2014-04-01 00:00:00.000;12;1;3.650.563;7.064.858
2014-04-01 00:00:00.000;8;3;13.043.506;3.420.207
2014-04-01 00:00:00.000;8;1;18.186.775;38.169.411
2014-04-01 00:00:00.000;8;8;18.205.831;6.659.116
2014-04-01 00:00:00.000;17;8;0.1077;0.1077
2014-04-01 00:00:00.000;17;3;150.188;390.514
2014-04-01 00:00:00.000;11;8;1.875.641;14.717
2014-04-01 00:00:00.000;12;9;55.342;-40.984
2014-04-01 00:00:00.000;12;6;224.885;0.523
2014-04-01 00:00:00.000;12;8;5.401.445;1.320.104
2014-04-01 00:00:00.000;12;3;24.712.018;7.211.341
2014-04-01 00:00:00.000;8;6;271.426;82.797
2014-04-01 00:00:00.000;5;6;10.741;0.158
2014-04-01 00:00:00.000;5;1;13.687.415;3.218.245
2014-04-01 00:00:00.000;11;6;90.557;13.889
2014-04-01 00:00:00.000;6;1;65.054;337.817
2014-04-01 00:00:00.000;11;3;481.344;1.582.364
2014-04-01 00:00:00.000;11;1;25.240.037;7.813.616
2014-04-01 00:00:00.000;19;8;11.288.757;1.758.271
2014-04-01 00:00:00.000;19;1;197.302.074;77.475.265
2014-04-01 00:00:00.000;16;1;541.228;107.469
2014-04-01 00:00:00.000;9;2;2.111.934;320.299
2014-04-01 00:00:00.000;9;1;12.696.464;1.583.797
2014-04-01 00:00:00.000;5;3;101.533;26.331
2014-04-01 00:00:00.000;19;14;258.849;199.333
2014-04-01 00:00:00.000;19;10;1.216.294;365.287
2014-04-01 00:00:00.000;19;3;3.730.073;965.872
2014-04-01 00:00:00.000;19;11;17.022.203;1.662.693
2014-04-01 00:00:00.000;19;2;12.069.742;7.135.401
2014-04-01 00:00:00.000;19;4;9.316.188;1.760.552
2014-04-01 00:00:00.000;4;2;17.268.329;2.279.437
2014-04-01 00:00:00.000;4;8;2.753.118;-332.007
2014-04-01 00:00:00.000;4;3;545.067;525.687
2014-04-01 00:00:00.000;19;9;512.194;261.577
2014-04-01 00:00:00.000;4;1;117.920.622;2.410.601
2014-04-01 00:00:00.000;4;4;166.754;52.3
2014-05-01 00:00:00.000;11;6;95.485;0.492800000000001
2014-05-01 00:00:00.000;6;1;1.029.864;379.324
2014-05-01 00:00:00.000;5;1;16.915.263;3.227.848
2014-05-01 00:00:00.000;5;3;155.537;54.004
2014-05-01 00:00:00.000;5;6;317.649;306.908
2014-05-01 00:00:00.000;9;1;14.885.565;2.189.101
2014-05-01 00:00:00.000;11;3;6.775.381;1.961.941
2014-05-01 00:00:00.000;4;10;4.220.232;1.395.777
2014-05-01 00:00:00.000;4;5;4.200.558;881.164
2014-05-01 00:00:00.000;12;8;7.850.556;2.449.111
2014-05-01 00:00:00.000;12;3;31.826.038;711.402
2014-05-01 00:00:00.000;12;9;69.156;13.814
2014-05-01 00:00:00.000;12;6;224.885;0
2014-05-01 00:00:00.000;11;1;3.343.948;8.199.443
2014-05-01 00:00:00.000;11;8;2.326.909;451.268
2014-05-01 00:00:00.000;17;6;39.857;0.5573
2014-05-01 00:00:00.000;8;1;340.262.844;158.395.094
2014-05-01 00:00:00.000;8;8;21.360.928;3.155.097
2014-05-01 00:00:00.000;8;3;16.360.243;3.316.737
2014-05-01 00:00:00.000;8;6;395.453;124.027
2014-05-01 00:00:00.000;12;1;39.844.509;3.338.879
2014-05-01 00:00:00.000;13;8;22.513;22.513
2014-05-01 00:00:00.000;13;3;59.704;32.299
2014-05-01 00:00:00.000;3;1;5.748.426;1.027.708
2014-05-01 00:00:00.000;17;1;23.366.359;6.163.011
2014-05-01 00:00:00.000;17;8;0.1077;0
2014-05-01 00:00:00.000;17;3;1.705.886;204.006
2014-05-01 00:00:00.000;10;1;54.977.914;115.512.446
2014-05-01 00:00:00.000;10;8;11.424.086;1.420.801
2014-05-01 00:00:00.000;10;3;933.295;961.763
2014-05-01 00:00:00.000;10;12;17.523.253;3.993.373
2014-05-01 00:00:00.000;10;6;843.771;179.202
2014-05-01 00:00:00.000;13;1;2.399.951;320.051
2014-05-01 00:00:00.000;4;4;2.271.551;604.011
2014-05-01 00:00:00.000;4;8;337.899;625.872
2014-05-01 00:00:00.000;4;3;552.772;0.770499999999998
2014-05-01 00:00:00.000;4;11;101.248.697;12.768.613
2014-05-01 00:00:00.000;4;2;20.748.752;3.480.423
2014-05-01 00:00:00.000;2;1;884.669.721;135.539.536
2014-05-01 00:00:00.000;19;11;18.215.023;119.282
2014-05-01 00:00:00.000;19;2;13.722.732;165.299
2014-05-01 00:00:00.000;19;14;247.524;-11.325
2014-05-01 00:00:00.000;19;10;1.432.293;215.999
2014-05-01 00:00:00.000;19;9;727.033;214.839
2014-05-01 00:00:00.000;4;1;160.480.344;42.559.722
2014-05-01 00:00:00.000;9;2;2.526.606;414.672
2014-05-01 00:00:00.000;16;1;532.147;-0.908099999999997
2014-05-01 00:00:00.000;19;1;229.181.144;3.187.907
2014-05-01 00:00:00.000;19;4;11.572.716;2.256.528
2014-05-01 00:00:00.000;19;8;12.972.168;1.683.411
2014-05-01 00:00:00.000;19;3;4.654.817;924.744
2014-06-01 00:00:00.000;11;6;107.575;1.209
2014-06-01 00:00:00.000;6;1;1.144.349;114.485
2014-06-01 00:00:00.000;5;1;1.975.107;2.835.807
2014-06-01 00:00:00.000;5;3;176.552;21.015
2014-06-01 00:00:00.000;5;6;474.794;157.145
2014-06-01 00:00:00.000;9;1;20.184.582;5.299.017
2014-06-01 00:00:00.000;11;8;5.583.419;325.651
2014-06-01 00:00:00.000;11;3;7.511.064;735.683
2014-06-01 00:00:00.000;4;10;5.350.624;1.130.392
2014-06-01 00:00:00.000;4;5;4.947.088;74.653
2014-06-01 00:00:00.000;7;3;0.0203;0.0203
2014-06-01 00:00:00.000;12;1;46.780.189;693.568
2014-06-01 00:00:00.000;12;8;9.170.808;1.320.252
2014-06-01 00:00:00.000;12;3;45.956.226;14.130.188
2014-06-01 00:00:00.000;12;9;68.468;-0.0688000000000004
2014-06-01 00:00:00.000;12;6;214.919;-0.996599999999997
2014-06-01 00:00:00.000;11;1;39.277.497;5.838.017
2014-06-01 00:00:00.000;17;3;1.908.168;202.282
2014-06-01 00:00:00.000;17;6;51.952;12.095
2014-06-01 00:00:00.000;8;1;385.546.434;4.528.359
2014-06-01 00:00:00.000;8;8;21.803.908;442.980.000.000.002
2014-06-01 00:00:00.000;8;3;23.400.463;704.022
2014-06-01 00:00:00.000;8;6;511.469;116.016
2014-06-01 00:00:00.000;13;1;2.666.292;266.341
2014-06-01 00:00:00.000;13;8;22.513;0
2014-06-01 00:00:00.000;13;3;63.376;0.3672
2014-06-01 00:00:00.000;3;1;5.876.314;127.888
2014-06-01 00:00:00.000;17;1;28.541.805;5.175.446
2014-06-01 00:00:00.000;17;8;28.342;27.265
2014-06-01 00:00:00.000;2;1;92509.22;40.422.479
2014-06-01 00:00:00.000;10;1;660.621.452;110.842.312
2014-06-01 00:00:00.000;10;8;14.103.933;2.679.847
2014-06-01 00:00:00.000;10;3;10.106.695;773.745
2014-06-01 00:00:00.000;10;12;21.834.807;4.311.554
2014-06-01 00:00:00.000;10;6;1.262.626;418.855
2014-06-01 00:00:00.000;4;1;195.708.449;35.228.105
2014-06-01 00:00:00.000;4;4;2.982.067;710.516
2014-06-01 00:00:00.000;4;8;3.923.082;544.092
2014-06-01 00:00:00.000;4;3;540.338;-12.434
2014-06-01 00:00:00.000;4;11;131.926.064;30.677.367
2014-06-01 00:00:00.000;4;2;2.494.464;4.195.888
2014-06-01 00:00:00.000;19;3;7.082.161;2.427.344
2014-06-01 00:00:00.000;19;11;22.975.614;4.760.591
2014-06-01 00:00:00.000;19;2;18.641.029;4.918.297
2014-06-01 00:00:00.000;19;14;420.244;17.272
2014-06-01 00:00:00.000;19;10;168.572;253.427
2014-06-01 00:00:00.000;19;9;698.696;-283.369.999.999.999
2014-06-01 00:00:00.000;9;8;1.378.638;1.378.638
2014-06-01 00:00:00.000;9;2;3.150.127;623.521
2014-06-01 00:00:00.000;16;1;138.303;850.883
2014-06-01 00:00:00.000;19;1;289.764.612;60.583.468
2014-06-01 00:00:00.000;19;4;13.265.167;1.692.451
2014-06-01 00:00:00.000;19;8;14.809.702;1.837.534
2014-07-01 00:00:00.000;2;1;1.045.482.566;120.390.366
2014-07-01 00:00:00.000;10;1;766.739.923;106.118.471
2014-07-01 00:00:00.000;10;8;16.311.354;2.207.421
2014-07-01 00:00:00.000;10;3;11.579.807;1.473.112
2014-07-01 00:00:00.000;10;12;28.104.277;626.947
2014-07-01 00:00:00.000;10;6;2.239.452;976.826
2014-07-01 00:00:00.000;3;1;807.781;2.201.496
2014-07-01 00:00:00.000;17;1;3418.11;5.639.295
2014-07-01 00:00:00.000;13;1;2.928.854;262.562
2014-07-01 00:00:00.000;13;8;22.513;0
2014-07-01 00:00:00.000;13;3;65.746;0.237
2014-07-01 00:00:00.000;12;1;51.190.934;4.410.745
2014-07-01 00:00:00.000;17;8;28.342;0
2014-07-01 00:00:00.000;17;3;2.890.114;981.946
2014-07-01 00:00:00.000;17;6;84.626;32.674
2014-07-01 00:00:00.000;8;1;440.919.546;55.373.112
2014-07-01 00:00:00.000;8;8;24.835.468;303.156
2014-07-01 00:00:00.000;12;8;12.400.487;3.229.679
2014-07-01 00:00:00.000;12;3;54.762.955;8.806.729
2014-07-01 00:00:00.000;12;9;2.513.764;2.445.296
2014-07-01 00:00:00.000;12;6;282.273;67.354
2014-07-01 00:00:00.000;8;3;24.277.018;876.554.999.999.998
2014-07-01 00:00:00.000;8;6;824.534;313.065
2014-07-01 00:00:00.000;11;6;12.987;22.295
2014-07-01 00:00:00.000;6;1;1.370.575;226.226
2014-07-01 00:00:00.000;5;1;25.119.265;5.368.195
2014-07-01 00:00:00.000;11;1;47.314.322;8.036.825
2014-07-01 00:00:00.000;11;8;5.892.587;309.168
2014-07-01 00:00:00.000;11;3;7.520.874;0.980999999999995
2014-07-01 00:00:00.000;9;2;4.168.731;1.018.604
2014-07-01 00:00:00.000;9;9;0.2342;0.2342
2014-07-01 00:00:00.000;16;1;217.004;78.701
2014-07-01 00:00:00.000;5;3;416.797;240.245
2014-07-01 00:00:00.000;5;6;667.751;192.957
2014-07-01 00:00:00.000;9;1;1.720.242;-2.982.162
2014-07-01 00:00:00.000;19;2;21.836.396;3.195.367
2014-07-01 00:00:00.000;19;14;60.641;186.166
2014-07-01 00:00:00.000;19;10;2.048.303;362.583
2014-07-01 00:00:00.000;19;1;314.078.946;24.314.334
2014-07-01 00:00:00.000;19;4;1.515.458;1.889.413
2014-07-01 00:00:00.000;19;8;16.602.408;1.792.706
2014-07-01 00:00:00.000;4;1;220.948.285;25.239.836
2014-07-01 00:00:00.000;4;4;4.044.276;1.062.209
2014-07-01 00:00:00.000;4;8;4.466.216;543.134
2014-07-01 00:00:00.000;4;3;581.958;4.162
2014-07-01 00:00:00.000;19;3;7.854.626;772.465
2014-07-01 00:00:00.000;19;11;24.066.907;1.091.293
2014-07-01 00:00:00.000;7;3;0.0203;0
2014-07-01 00:00:00.000;4;11;25.937.949;127.453.426
2014-07-01 00:00:00.000;4;2;30.822.446;5.877.806
2014-07-01 00:00:00.000;4;10;635.244;1.001.816
2014-07-01 00:00:00.000;4;5;5.730.709;783.621.000.000.001
2014-07-01 00:00:00.000;19;9;657.357;-413.390.000.000.001
2014-08-01 00:00:00.000;2;1;1.222.296.876;17.681.431
2014-08-01 00:00:00.000;10;1;884.518.202;117.778.279
2014-08-01 00:00:00.000;10;8;16.813.809;502.455.000.000.002
2014-08-01 00:00:00.000;10;3;12.253.734;673.926.999.999.999
2014-08-01 00:00:00.000;10;12;32.200.476;4.096.199
2014-08-01 00:00:00.000;10;6;2.916.707;677.255
2014-08-01 00:00:00.000;8;8;25.781.579;946.111.000.000.001
2014-08-01 00:00:00.000;3;1;8.967.319;889.509
2014-08-01 00:00:00.000;17;1;39.407.688;5.226.588
2014-08-01 00:00:00.000;13;1;3.080.644;15.179
2014-08-01 00:00:00.000;13;8;22.513;0
2014-08-01 00:00:00.000;13;3;96.142;30.396
2014-08-01 00:00:00.000;8;6;92.229;97.756
2014-08-01 00:00:00.000;12;1;55.971.081;478.014.700.000.001
2014-08-01 00:00:00.000;17;8;28.342;0
2014-08-01 00:00:00.000;17;3;3.087.129;197.015
2014-08-01 00:00:00.000;17;6;238.117;153.491
2014-08-01 00:00:00.000;8;1;488.051.778;47.132.232
2014-08-01 00:00:00.000;12;8;14.434.987;203.45
2014-08-01 00:00:00.000;12;3;61.841.471;7.078.516
2014-08-01 00:00:00.000;12;9;2.510.278;-0.348599999999976
2014-08-01 00:00:00.000;12;6;303.464;21.191
2014-08-01 00:00:00.000;8;3;35.280.619;11.003.601
2014-08-01 00:00:00.000;8;9;912.297;912.297
2014-08-01 00:00:00.000;6;1;1.744.276;373.701
2014-08-01 00:00:00.000;6;3;13.251;13.251
2014-08-01 00:00:00.000;5;1;28.379.342;3.260.077
2014-08-01 00:00:00.000;11;1;51.852.936;4.538.614
2014-08-01 00:00:00.000;11;8;5.938.227;456.400.000.000.008
2014-08-01 00:00:00.000;11;3;8.943.725;1.422.851
2014-08-01 00:00:00.000;9;2;4.945.203;776.472
2014-08-01 00:00:00.000;16;1;301.257;84.253
2014-08-01 00:00:00.000;5;3;484.046;672.490.000.000.001
2014-08-01 00:00:00.000;5;6;3.169.757;2.502.006
2014-08-01 00:00:00.000;9;1;21.291.834;4.089.414
2014-08-01 00:00:00.000;11;6;142.491;12.621
2014-08-01 00:00:00.000;19;2;23.850.232;2.013.836
2014-08-01 00:00:00.000;19;14;725.847;119.437
2014-08-01 00:00:00.000;19;10;2.358.194;309.891
2014-08-01 00:00:00.000;19;1;346.870.574;32.791.628
2014-08-01 00:00:00.000;19;4;17.392.651;2.238.071
2014-08-01 00:00:00.000;19;8;21.546.973;4.944.565
2014-08-01 00:00:00.000;4;1;235.459.327;14.511.042
2014-08-01 00:00:00.000;4;4;4.638.857;594.581
2014-08-01 00:00:00.000;4;8;4.639.195;172.979
2014-08-01 00:00:00.000;4;3;857.282;275.324
2014-08-01 00:00:00.000;19;3;1.051.606;2.661.434
2014-08-01 00:00:00.000;19;11;2.745.359;3.386.683
2014-08-01 00:00:00.000;7;3;0.0203;0
2014-08-01 00:00:00.000;4;11;27.560.397;1.622.448
2014-08-01 00:00:00.000;4;2;3.382.549;3.003.044
2014-08-01 00:00:00.000;4;10;7.182.499;830.059
2014-08-01 00:00:00.000;4;5;6.229.468;498.759
2014-08-01 00:00:00.000;19;9;2.138.785;1.481.428
2014-09-01 00:00:00.000;11;6;174.634;32.143
2014-09-01 00:00:00.000;6;1;1.873.638;129.362
2014-09-01 00:00:00.000;6;3;27.151;1.39
2014-09-01 00:00:00.000;5;1;31.810.501;3.431.159
2014-09-01 00:00:00.000;5;3;499.096;1.505
2014-09-01 00:00:00.000;5;6;4.277.068;1.107.311
2014-09-01 00:00:00.000;7;3;0.0203;0
2014-09-01 00:00:00.000;12;6;245.014;-5.845
2014-09-01 00:00:00.000;11;1;57.691.393;5.838.457
2014-09-01 00:00:00.000;11;8;6.003.686;654.589.999.999.996
2014-09-01 00:00:00.000;11;3;9.522.537;578.812
2014-09-01 00:00:00.000;4;10;7.961.147;778.647.999.999.999
2014-09-01 00:00:00.000;4;5;6.874.949;645.481
2014-09-01 00:00:00.000;8;9;912.297;0
2014-09-01 00:00:00.000;8;6;104.591;12.362
2014-09-01 00:00:00.000;12;1;5.982.618;3.855.099
2014-09-01 00:00:00.000;12;8;16.235.013;1.800.026
2014-09-01 00:00:00.000;12;3;71.935.913;10.094.442
2014-09-01 00:00:00.000;12;9;254.688;366.019.999.999.997
2014-09-01 00:00:00.000;17;8;28.342;0
2014-09-01 00:00:00.000;17;3;3.752.258;665.129
2014-09-01 00:00:00.000;17;6;238.117;0
2014-09-01 00:00:00.000;8;1;520.642.857;32.591.079
2014-09-01 00:00:00.000;8;8;27.247.523;1.465.944
2014-09-01 00:00:00.000;8;3;41.302.848;6.022.229
2014-09-01 00:00:00.000;10;6;3.816.312;899.605
2014-09-01 00:00:00.000;13;1;4.271.103;1.190.459
2014-09-01 00:00:00.000;13;8;22.513;0
2014-09-01 00:00:00.000;13;3;118.587;22.445
2014-09-01 00:00:00.000;3;1;9.424.906;457.587
2014-09-01 00:00:00.000;17;1;43.739.858;433.217.000.000.001
2014-09-01 00:00:00.000;4;2;39.207.728;5.382.238
2014-09-01 00:00:00.000;2;1;126.649.975;44.202.874
2014-09-01 00:00:00.000;10;1;972.181.425;87.663.223
2014-09-01 00:00:00.000;10;8;1.959.125;2.777.441
2014-09-01 00:00:00.000;10;3;13.457.479;1.203.745
2014-09-01 00:00:00.000;10;12;35.924.519;3.724.043
2014-09-01 00:00:00.000;19;9;2.128.417;-10.368
2014-09-01 00:00:00.000;4;1;26.588.055;30.421.223
2014-09-01 00:00:00.000;4;4;5.651.546;1.012.689
2014-09-01 00:00:00.000;4;8;5.173.514;534.319
2014-09-01 00:00:00.000;4;3;1.041.778;184.496
2014-09-01 00:00:00.000;4;11;293.145.223;17.541.253
2014-09-01 00:00:00.000;19;8;23.029.062;1.482.089
2014-09-01 00:00:00.000;19;3;11.641.531;1.125.471
2014-09-01 00:00:00.000;19;11;29.790.677;2.337.087
2014-09-01 00:00:00.000;19;2;27.060.289;3.210.057
2014-09-01 00:00:00.000;19;14;75.576;29.913
2014-09-01 00:00:00.000;19;10;3.014.214;65.602
2014-09-01 00:00:00.000;9;1;47.962.098;26.670.264
2014-09-01 00:00:00.000;9;2;6.142.915;1.197.712
2014-09-01 00:00:00.000;9;9;0.5307;0.5307
2014-09-01 00:00:00.000;16;1;3.434.251;421.681
2014-09-01 00:00:00.000;19;1;361.213.367;14.342.793
2014-09-01 00:00:00.000;19;4;20.428.075;3.035.424
2014-10-01 00:00:00.000;2;1;134.140.273;749.029.799.999.998
2014-10-01 00:00:00.000;10;1;1.090.797.448;118.616.023
2014-10-01 00:00:00.000;10;8;21.203.992;1.612.742
2014-10-01 00:00:00.000;10;3;14.111.845;654.366
2014-10-01 00:00:00.000;10;12;39.864.665;3.940.146
2014-10-01 00:00:00.000;10;6;4.715.567;899.255
2014-10-01 00:00:00.000;8;8;28.521.181;1.273.658
2014-10-01 00:00:00.000;3;1;9.913.018;488.112
2014-10-01 00:00:00.000;17;1;56.854.046;13.114.188
2014-10-01 00:00:00.000;13;1;4.610.471;339.368
2014-10-01 00:00:00.000;13;8;22.513;0
2014-10-01 00:00:00.000;13;3;166.066;47.479
2014-10-01 00:00:00.000;8;6;1.284.089;238.179
2014-10-01 00:00:00.000;12;1;71.050.908;11.224.728
2014-10-01 00:00:00.000;17;8;28.342;0
2014-10-01 00:00:00.000;17;3;3.958.375;206.117
2014-10-01 00:00:00.000;17;6;24.347;0.535300000000003
2014-10-01 00:00:00.000;8;1;570.265.845;49.622.988
2014-10-01 00:00:00.000;12;8;20.536.707;4.301.694
2014-10-01 00:00:00.000;12;3;76.145.372;4.209.459
2014-10-01 00:00:00.000;12;9;2.596.934;500.540.000.000.001
2014-10-01 00:00:00.000;12;6;280.599;35.585
2014-10-01 00:00:00.000;8;3;49.147.317;7.844.469
2014-10-01 00:00:00.000;8;9;912.297;0
2014-10-01 00:00:00.000;6;1;1.910.203;365.649.999.999.999
2014-10-01 00:00:00.000;6;3;41.324;14.173
2014-10-01 00:00:00.000;5;1;34.821.244;3.010.743
2014-10-01 00:00:00.000;11;1;64.410.684;6.719.291
2014-10-01 00:00:00.000;11;8;602.907;253.840.000.000.002
2014-10-01 00:00:00.000;11;3;11.780.095;2.257.558
2014-10-01 00:00:00.000;9;9;239.039;233.732
2014-10-01 00:00:00.000;16;1;3.933.569;499.318
2014-10-01 00:00:00.000;5;3;635.393;136.297
2014-10-01 00:00:00.000;5;6;4.671.131;394.063
2014-10-01 00:00:00.000;9;1;5.358.432;5.622.222
2014-10-01 00:00:00.000;11;6;247.708;73.074
2014-10-01 00:00:00.000;19;14;83.851;827.500.000.000.001
2014-10-01 00:00:00.000;19;10;3.455.754;44.154
2014-10-01 00:00:00.000;19;1;40.886.443;47.651.063
2014-10-01 00:00:00.000;19;4;21.684.463;1.256.388
2014-10-01 00:00:00.000;19;8;24.532.054;1.502.992
2014-10-01 00:00:00.000;9;2;7.070.482;927.566.999.999.999
2014-10-01 00:00:00.000;4;4;6.427.004;775.458
2014-10-01 00:00:00.000;4;8;6.406.916;1.233.402
2014-10-01 00:00:00.000;4;3;1.167.975;126.197
2014-10-01 00:00:00.000;19;3;12.853.563;1.212.032
2014-10-01 00:00:00.000;19;11;3.213.601;2.345.333
2014-10-01 00:00:00.000;19;2;3.029.806;3.237.771
2014-10-01 00:00:00.000;4;11;292.279.464;-865.758.999.999.998
2014-10-01 00:00:00.000;4;2;44.849.676;5.641.948
2014-10-01 00:00:00.000;4;10;8.921.408;960.261
2014-10-01 00:00:00.000;4;5;7.553.928;678.978.999.999.999
2014-10-01 00:00:00.000;19;9;4.317.312;2.188.895
2014-10-01 00:00:00.000;4;1;290.562.266;24.681.716
2014-11-01 00:00:00.000;2;1;1.557.918.921;216.516.191
2014-11-01 00:00:00.000;10;1;1.199.906.828;10.910.938
2014-11-01 00:00:00.000;10;8;22.788.528;1.584.536
2014-11-01 00:00:00.000;10;3;14.734.759;622.913.999.999.998
2014-11-01 00:00:00.000;10;12;44.044.556;4.179.891
2014-11-01 00:00:00.000;10;6;5.949.849;1.234.282
2014-11-01 00:00:00.000;8;8;31.583.615;3.062.434
2014-11-01 00:00:00.000;3;1;10.059.645;146.627.000.000.001
2014-11-01 00:00:00.000;17;1;74.600.543;17.746.497
2014-11-01 00:00:00.000;13;1;5.689.288;1.078.817
2014-11-01 00:00:00.000;13;8;22.513;0
2014-11-01 00:00:00.000;13;3;166.066;0
2014-11-01 00:00:00.000;8;6;1.720.609;43.652
2014-11-01 00:00:00.000;12;1;73.163.545;2.112.637
2014-11-01 00:00:00.000;17;8;28.342;0
2014-11-01 00:00:00.000;17;3;4.245.082;286.707
2014-11-01 00:00:00.000;17;6;246.247;0.277699999999999
2014-11-01 00:00:00.000;8;1;624.245.768;539.799.230.000.001
2014-11-01 00:00:00.000;12;8;23.084.281;2.547.574
2014-11-01 00:00:00.000;12;3;83.328.779;7.183.407
2014-11-01 00:00:00.000;12;9;259.613;-0.0803999999999974
2014-11-01 00:00:00.000;12;6;313.703;33.104
2014-11-01 00:00:00.000;8;3;52.503.177;335.585.999.999.999
2014-11-01 00:00:00.000;8;9;912.297;0
2014-11-01 00:00:00.000;6;1;1.985.417;75.214
2014-11-01 00:00:00.000;6;3;55.814;1.449
2014-11-01 00:00:00.000;5;1;4.073.413;5.912.886
2014-11-01 00:00:00.000;11;1;70.756.206;6.345.522
2014-11-01 00:00:00.000;11;8;6.048.755;196.849.999.999.995
2014-11-01 00:00:00.000;11;3;12.687.537;907.442.000.000.001
2014-11-01 00:00:00.000;9;9;570.052;331.013
2014-11-01 00:00:00.000;16;1;3.981.856;482.870.000.000.003
2014-11-01 00:00:00.000;5;3;644.391;0.899799999999999
2014-11-01 00:00:00.000;5;6;5.165.952;494.821
2014-11-01 00:00:00.000;9;1;56.770.992;3.186.672
2014-11-01 00:00:00.000;11;6;299.918;5.221
2014-11-01 00:00:00.000;19;14;920.097;81.587
2014-11-01 00:00:00.000;19;10;3.806.471;350.717
2014-11-01 00:00:00.000;19;1;51.805.298;10.918.855
2014-11-01 00:00:00.000;19;4;22.801.751;1.117.288
2014-11-01 00:00:00.000;19;8;2.606.198;1.529.926
2014-11-01 00:00:00.000;9;2;7.739.898;669.416
2014-11-01 00:00:00.000;4;4;722.435;797.346
2014-11-01 00:00:00.000;4;8;6.657.828;250.912
2014-11-01 00:00:00.000;4;3;1.371.223;203.248
2014-11-01 00:00:00.000;19;3;14.191.809;1.338.246
2014-11-01 00:00:00.000;19;11;33.816.085;1.680.075
2014-11-01 00:00:00.000;19;2;32.165.895;1.867.835
2014-11-01 00:00:00.000;4;11;294.863.961;258.449.700.000.001
2014-11-01 00:00:00.000;4;2;49.845.637;4.995.961
2014-11-01 00:00:00.000;4;10;10.000.626;1.079.218
2014-11-01 00:00:00.000;4;5;8.368.833;814.905
2014-11-01 00:00:00.000;19;9;4.365.878;485.660.000.000.001
2014-11-01 00:00:00.000;4;1;330.472.417;39.910.151
2014-12-01 00:00:00.000;2;1;1.944.319.359;386.400.438
2014-12-01 00:00:00.000;10;1;1.299.975.179;100.068.351
2014-12-01 00:00:00.000;10;8;26.009.537;3.221.009
2014-12-01 00:00:00.000;10;3;15.835.115;1.100.356
2014-12-01 00:00:00.000;10;12;47.235.468;3.190.912
2014-12-01 00:00:00.000;10;6;7.483.662;1.533.813
2014-12-01 00:00:00.000;13;1;5.936.365;247.076.999.999.999
2014-12-01 00:00:00.000;13;8;22.513;0
2014-12-01 00:00:00.000;13;3;176.149;10.083
2014-12-01 00:00:00.000;17;3;6.238.581;1.993.499
2014-12-01 00:00:00.000;17;6;263.062;16.815
2014-12-01 00:00:00.000;8;1;669.788.275;45.542.507
2014-12-01 00:00:00.000;8;8;40.922.933;9.339.318
2014-12-01 00:00:00.000;3;1;10.889.694;830.048.999.999.999
2014-12-01 00:00:00.000;17;1;78.416.868;381.632.500.000.001
2014-12-01 00:00:00.000;8;3;60.451.953;794.877.600.000.001
2014-12-01 00:00:00.000;8;14;2.870.109;2.870.109
2014-12-01 00:00:00.000;8;9;924.036;11.739
2014-12-01 00:00:00.000;8;6;1.896.173;175.564
2014-12-01 00:00:00.000;12;1;76.150.796;2.987.251
2014-12-01 00:00:00.000;17;8;28.342;0
2014-12-01 00:00:00.000;11;8;7.313.852;1.265.097
2014-12-01 00:00:00.000;11;3;14.552.887;186.535
2014-12-01 00:00:00.000;12;8;24.249.696;1.165.415
2014-12-01 00:00:00.000;12;3;98.306.893;14.978.114
2014-12-01 00:00:00.000;12;9;263.763;414.999.999.999.998
2014-12-01 00:00:00.000;12;6;418.216;104.513
2014-12-01 00:00:00.000;9;1;85.289.093;28.518.101
2014-12-01 00:00:00.000;11;6;324.837;24.919
2014-12-01 00:00:00.000;6;1;2.086.369;100.952
2014-12-01 00:00:00.000;6;3;70.739;14.925
2014-12-01 00:00:00.000;5;1;4.458.325;384.912
2014-12-01 00:00:00.000;11;1;78.207.458;7.451.252
2014-12-01 00:00:00.000;9;2;849.858;758.682
2014-12-01 00:00:00.000;9;14;5.620.357;5.620.357
2014-12-01 00:00:00.000;9;9;600.783;30.731
2014-12-01 00:00:00.000;16;1;412.281;140.954
2014-12-01 00:00:00.000;5;3;1.101.477;457.086
2014-12-01 00:00:00.000;5;6;10.862.043;5.696.091
2014-12-01 00:00:00.000;19;2;35.290.959;3.125.064
2014-12-01 00:00:00.000;19;14;7.003.598;6.083.501
2014-12-01 00:00:00.000;19;10;4.294.913;488.442
2014-12-01 00:00:00.000;19;1;613.568.092;95.515.112
2014-12-01 00:00:00.000;19;4;22.513.327;-288.424
2014-12-01 00:00:00.000;19;8;27.028.838;966.858.000.000.002
2014-12-01 00:00:00.000;4;1;377.576.212;47.103.795
2014-12-01 00:00:00.000;4;4;7.872.546;648.196
2014-12-01 00:00:00.000;4;8;7.238.018;58.019
2014-12-01 00:00:00.000;4;3;1.465.271;940.479.999.999.999
2014-12-01 00:00:00.000;19;3;16.182.186;1.990.377
2014-12-01 00:00:00.000;19;11;35.751.283;1.935.198
2014-12-01 00:00:00.000;4;9;0.0486;0.0486
2014-12-01 00:00:00.000;4;11;304.818.975;995.501.399.999.997
2014-12-01 00:00:00.000;4;2;54.666.295;4.820.658
2014-12-01 00:00:00.000;4;10;11.415.181;1.414.555
